; Zeus eventmsg.zh-CN.txt (UTF-8)
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"由于[leader_name]真的非常喜欢你，"
PHRASE_building_project_overdue_P 					"我苦啊，[player_name]，我苦啊！我的 人民认为我，[leader_name]，治理无方，想要把我赶出[city_name]。这完全是因为你没有将我需要的[amount]份[item]送来的缘故。快点把货物送来吧，也许我还能将项目完成，赢回人民对我的尊重！"
PHRASE_building_project_warning_P 					"你想故意整我吗，[player_name]？[city_name]城里的人已经开始做一些不可思议的事来对付我了！他们号称要把我，[leader_name]，赶出城市！我恳求你，送[amount]份[item]来，好让我完成这个项目！"
PHRASE_building_project_early_reason_P	  			"由于你在我自己还没有意识到的时候就将[amount]份[item]送了过来，"
PHRASE_building_project_comply_reason_P  			"由于你仁慈地将我需要的[amount]份[item]送了过来，"
PHRASE_building_project_too_late_reason_P 	 		"由于你太晚才将我需要的[amount]份[item]送来，"
PHRASE_building_project_refuse_reason_P	 		"由于你无视我需要[amount]份[item]的请求，"
PHRASE_building_project_no_reason_P				""

PHRASE_building_project_title_R 					"[city_name]需要[itemshort]"
PHRASE_building_project_oracle_prediction_R		"我是神谕所无所不知的女祭司，[player_name]，我看到一年之内你的母城，[city_name]，将会需要你的帮助。当你不在的时候，你的代理执政官，[leader_name]，会开始一项工程，但他很快就发现[item]严重短缺。如果你在一年内将货物送去的话，[leader_name]将会惊讶于你对母城的了解程度。"
PHRASE_building_project_initial_announcement_R		"最杰出的[player_name]。我，[leader_name]，你在[city_name]的代理执政官现在需要你的帮助。当你不在的时候我们开始了一个建筑工程，但现在必须在[time_allotted]个月内弄到[amount]份[item]才能按时完工。虽然你正在忙着建设一个新的殖民地，但也请不要忘记母城的需要！"
PHRASE_building_project_reminder_R 				"我不想来烦你的，[player_name]，但是你的母城[city_name]还在等你将[amount]份[item]送来。请在六个月内送来。"
PHRASE_building_project_overdue_R 					"我不想搞得像是威胁，[player_name]，但是[city_name]的人民都知道没能完成建筑项目这件事不能怪我，[leader_name]。如果你再不把[amount]份[item]送来，我打算让工人们把造了一半的建筑拆了，省得在那儿碍眼！"
PHRASE_building_project_warning_R 					"唉，[player_name]，如果你再不赶快把建筑需要的[amount]份[item]送到[city_name]来，大量的人力物力都要浪费掉了。"
PHRASE_building_project_early_reason_R	  			"由于你提前将建筑需要的[amount]份[item]送了过来，"
PHRASE_building_project_comply_reason_R  			"由于你将建筑需要的[amount]份[item]送了过来，"
PHRASE_building_project_too_late_reason_R 	 		"由于你太晚才将建筑需要的[amount]份[item]送来，"
PHRASE_building_project_refuse_reason_R	 		"由于你没有将建筑需要的[amount]份[item]送来，"
PHRASE_building_project_no_reason_R				""


PHRASE_CONDENSED_building_project_title_S 					"N/A"
PHRASE_CONDENSED_building_project_oracle_prediction_S		"先知们预见到[city_name]将需要[amount]份[item]来完成建筑项目。"
PHRASE_CONDENSED_building_project_initial_announcement_S		"[city_name]需要[amount]份[item]来完成建筑项目。"
PHRASE_CONDENSED_building_project_reminder_S 				"送[amount]份[item]给[city_name]的请求还剩六个月。"
PHRASE_CONDENSED_building_project_overdue_S 					"最后期限已过！将[amount]份[item]送去给[city_name]，再晚总比不送好。"
PHRASE_CONDENSED_building_project_warning_S 					"送[amount]份[item]给[city_name]还剩六个月。"
PHRASE_CONDENSED_building_project_early_reason_S	  			"由于你提前送去[amount]份[item]"
PHRASE_CONDENSED_building_project_comply_reason_S  			"由于你送去[amount]份[item]"
PHRASE_CONDENSED_building_project_too_late_reason_S 	 		"由于你太晚才送去[amount]份[item]"
PHRASE_CONDENSED_building_project_refuse_reason_S	 		"由于你没有送去[amount]份[item]"
PHRASE_CONDENSED_building_project_no_reason_S				""

PHRASE_CONDENSED_building_project_title_D 					"N/A"
PHRASE_CONDENSED_building_project_oracle_prediction_D		"先知们预见到[city_name]将要求[amount]份[item]。"
PHRASE_CONDENSED_building_project_initial_announcement_D		"[city_name]要求[amount]份[item]来完成建筑项目。"
PHRASE_CONDENSED_building_project_reminder_D 				"将[amount]份[item]送给[city_name]还剩六个月。"
PHRASE_CONDENSED_building_project_overdue_D 					"最后期限已过！将货物送到[city_name]去，再晚总比不送好。"
PHRASE_CONDENSED_building_project_warning_D 					"送[amount]份[item]给[city_name]还剩六个月。"
PHRASE_CONDENSED_building_project_early_reason_D	  			"由于你提前将[amount]份[item]送了去"
PHRASE_CONDENSED_building_project_comply_reason_D  			"由于你将[amount]份[item]送了去"
PHRASE_CONDENSED_building_project_too_late_reason_D 	 		"由于你太晚才将[amount]份[item]送去"
PHRASE_CONDENSED_building_project_refuse_reason_D	 		"由于你没有送去[amount]份[item]"
PHRASE_CONDENSED_building_project_no_reason_D				""

PHRASE_CONDENSED_building_project_title_P 					"N/A"
PHRASE_CONDENSED_building_project_oracle_prediction_P		"先知们预见到[city_name]将会需要[amount]份[item]来完成建筑项目。"
PHRASE_CONDENSED_building_project_initial_announcement_P		"[city_name]希望你送[amount]份[item]过去帮他们完成建筑项目。"
PHRASE_CONDENSED_building_project_reminder_P 				""
PHRASE_CONDENSED_building_project_overdue_P 					"最后期限已过！将货物送到[city_name]去，再晚总比不送好。"
PHRASE_CONDENSED_building_project_warning_P 					"送[amount]份[item]给[city_name]还剩六个月的时间。"
PHRASE_CONDENSED_building_project_early_reason_P	  			"由于你提前送去[amount]份[item]"
PHRASE_CONDENSED_building_project_comply_reason_P  			"由于你按时送去[amount]份[item]"
PHRASE_CONDENSED_building_project_too_late_reason_P 	 		"由于你太晚才将[amount]份[item]送去"
PHRASE_CONDENSED_building_project_refuse_reason_P	 		"由于你没有将[amount]份[item]送去"
PHRASE_CONDENSED_building_project_no_reason_P				""

PHRASE_CONDENSED_building_project_title_R 					"N/A"
PHRASE_CONDENSED_building_project_oracle_prediction_R		"先知们预见到[city_name]将需要货物来完成建筑项目。"
PHRASE_CONDENSED_building_project_initial_announcement_R		"[city_name][amount]份[item]来完成建筑项目。"
PHRASE_CONDENSED_building_project_reminder_R 				""
PHRASE_CONDENSED_building_project_overdue_R 					"最后期限已过！将货物送到[city_name]去，再晚总比不送好。"
PHRASE_CONDENSED_building_project_warning_R 					"将[amount]份[item]送给[city_name]还剩六个月时间。"
PHRASE_CONDENSED_building_project_early_reason_R	  			"由于你提前将[amount]份[item]送了去"
PHRASE_CONDENSED_building_project_comply_reason_R  			"由于你按时将[amount]份[item]送了去"
PHRASE_CONDENSED_building_project_too_late_reason_R 	 		"由于你太晚才将[amount]份[item]送去"
PHRASE_CONDENSED_building_project_refuse_reason_R	 		"由于你没有将[amount]份[item]送去"
PHRASE_CONDENSED_building_project_no_reason_R				""

;******Great festival*********************************************************
PHRASE_great_festival_title_S 					"[city_name]举行庆典"
PHRASE_great_festival_oracle_prediction_S		"你好，[player_name]。我是神谕所的先知，诸神将以下这个消息告诉了我：[leader_name]，你的同盟[city_name]的执政官，将在一年之内为[god]举办一个盛大的庆典，以求能保佑城市度过难关。[leader_name]会向你的城市请求[amount]份[item]，以让这个庆典成为有史以来最盛大的一次。如果你能在这一年的时间里将货物送去，[leader_name]一定会对你感激不尽的！"
PHRASE_great_festival_initial_announcement_S	"亲爱的朋友，[player_name]，我想向你寻求帮助。我，[city_name]的执政官[leader_name]想为拯救了我们城市的[god]举办一个盛大的庆典，我打算用最隆重的仪式来让[god]知道我怀有的无比感激之情！如果你能送[amount]份[item]给我的话，我就一定能达到这个目标了。请在[time_allotted]个月内将货物送来。"
PHRASE_great_festival_reminder_S 				"你好，[player_name]。献给[god]的庆典正在[city_name]顺利准备着，但我还在等待你送来的[amount]份[item]。请在六个月内将货物送来，好让[god]知道我对神的帮助是多么的感激。"
PHRASE_great_festival_overdue_S 				"我太失望了，[player_name]。我，[leader_name]，在没有你帮助的情况下也在我的城市[city_name]为[god]举行了一个庆典。但是现在我的城里短缺[amount]份[item]，我只好靠你送来了，也许那样我还能稍微安心一点。"
PHRASE_great_festival_warning_S 				"亏我还一直把你当朋友，[player_name]。我的城市[city_name]献给[god]的庆典早就已经结束了，但我还是会接受你良好的姿态和[amount]份[item]。六个月内把货物送来，否则也就再也不用麻烦了。"
PHRASE_great_festival_early_reason_S  		"由于你提前将[amount]份[item]送来，使我给[god]的庆典空前成功，"
PHRASE_great_festival_comply_reason_S  		"由于你及时将[amount]份[item]送来给我，"
PHRASE_great_festival_too_late_reason_S 	"由于你太晚才将[amount]份[item]送来，"
PHRASE_great_festival_refuse_reason_S 		"由于你拒绝送[amount]份[item]给我，我十分生气。因此，"
PHRASE_great_festival_no_reason_S			""

PHRASE_great_festival_title_D 					"[city_name]举行庆典"
PHRASE_great_festival_oracle_prediction_D		"你好，[player_name]。我，神谕所的女祭司看到了未来的景象！你的敌对城市[city_name]和它的执政官[leader_name]将在一年之内为[god]举办一个庆典。[leader_name]会坚持让你送[amount]份[item]去帮助他们的庆祝活动。如果你提前将货物送去的话，[leader_name]一定会很吃惊的。"
PHRASE_great_festival_initial_announcement_D	"[player_name]，你这只三头犬，我要在[city_name]为[god]举行庆典，限你在[time_allotted]个月内送[amount]份[item]给我。是我，[leader_name]，在问你要。"
PHRASE_great_festival_reminder_D 				"听着，[player_name]，你这条六头蛇，我让你为[god]的庆典送[amount]份[item]来可不是闹着玩的。六个月内把东西给我，否则我会让你的日子过得很惨！"
PHRASE_great_festival_overdue_D 				"嘿，[player_name]，你这个鱼木脑袋！我要的[amount]份[item]在哪里？我献给[god]的庆典已经开始了，可我还没有收到你的货物。如果你识时务的话，现在就送过来吧！"
PHRASE_great_festival_warning_D 				"真是不可理喻！你，[player_name]，希腊的一个小小的虱子，怎么敢无视我，伟大的[city_name]的执政官[leader_name]？如果你再不把我需要的[amount]份[item]送来，你就死定了！"
PHRASE_great_festival_early_reason_D  		"由于你预见到我献给[god]的庆典需要[amount]份[item]，"
PHRASE_great_festival_comply_reason_D  		"由于你遵照我的指令，为[god]的庆典送来了[amount]份[item]，"
PHRASE_great_festival_too_late_reason_D 	"由于你等了很久才将我需要的[amount]份[item]送来，"
PHRASE_great_festival_refuse_reason_D 		"由于你拒绝送[amount]份[item]给我，"
PHRASE_great_festival_no_reason_D			""

PHRASE_great_festival_title_P 					"[city_name]举行庆典"
PHRASE_great_festival_oracle_prediction_P		"我，神谕所的女祭司，有这么一个消息要告诉你：你的殖民地，[city_name]，将在一年之内为[god]举办一个庆典。由于[leader_name]没有将准备做好，他到时候会发现城市还短缺[amount]份[item]。如果你现在就把这些东西送去，庆典就能顺利举行，而[leader_name]也将无比地感激你 。"
PHRASE_great_festival_initial_announcement_P	"最尊敬的[player_name]，我需要得到您的帮助。我，[leader_name]，您最忠心的仆人正在[city_name]里为[god]筹划一个庆典。我没有想到城里的[item]会那么少。我担心如果我不能在[time_allotted]个月内得到[amount]份[item]的话，就无法成功举办这次庆典了。我希望您能够答应我的请求。"
PHRASE_great_festival_reminder_P 				"我担心得要命，晚上都无法入睡了，[player_name]。[city_name]为[god]举行的庆典还需要[amount]份[item]，我就只能指望你了。请在六个月内把货物送来，好让我可以安心睡觉！"
PHRASE_great_festival_overdue_P 				"我太伤心了，[player_name]！我们为[god]举行的庆典需要的[amount]份[item]你居然没有送来！害得这个庆典一团糟，人们纷纷抱怨，[god]还威胁要成为我们的敌人！你现在唯一可以补救的方法就是马上把[amount]份[item]送来！"
PHRASE_great_festival_warning_P 				"也许你觉得我的痛苦很好笑吧，[player_name]。我知道[city_name]只是你的殖民地，但再怎么说我也是个执政官，请你给我一点尊重！六个月内把我为[god]举行的庆典所需要的[amount]份[item]送来，否则我不会原谅你的。"
